,Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category
4138,959,1,Non Existing Client,1986-06-22,2011-05-25,NP_Client,University,Single,0.0,20,33.12,1.0,C,2011-06-16,Branch,Owned,1,2012-04-30,K
4146,3830,0,Existing Client,1986-11-11,2011-06-07,P_Client,University,Single,0.0,25,42.18,1.0,C,2011-09-28,Sales,Owned,1,2012-09-20,H
4149,9106,1,Non Existing Client,1959-12-28,2012-03-28,NP_Client,University,Married,0.0,22,18.0,22.0,C,2012-03-29,Sales,Owned,1,2012-11-29,B
4163,2923,0,Existing Client,1984-07-12,2010-10-14,P_Client,University,Single,0.0,20,20.0,1.0,C,2011-09-14,Sales,Old rent,1,2013-03-25,K
4166,5364,1,Existing Client,1990-04-21,2011-11-28,NP_Client,University,Single,0.0,10,36.0,3.0,C,2011-12-18,Sales,Owned,1,2012-08-30,L
4170,7129,1,Existing Client,1987-01-08,2011-12-21,NP_Client,University,Single,0.0,2,18.0,2.0,C,2012-01-29,Sales,Owned,1,2012-09-30,L
4171,4671,0,Existing Client,1978-04-01,2011-09-28,NP_Client,University,Married,0.0,10,36.0,8.0,G,2011-10-30,Sales,Owned,1,2012-02-04,C
4180,3873,1,Existing Client,1974-05-07,2011-09-26,NP_Client,University,Single,0.0,37,96.0,4.0,C,2011-10-18,Branch,Owned,1,2012-11-29,L
4186,6301,1,Non Existing Client,1969-03-21,2011-12-19,NP_Client,University,Married,2.0,2,36.0,2.0,C,2012-03-01,Sales,Owned,1,2012-11-29,B
4194,1314,0,Existing Client,1959-12-28,2010-01-12,NP_Client,University,Married,4.0,15,30.0,1.0,C,2011-07-20,Sales,Owned,1,2013-05-30,D
4196,8323,0,Non Existing Client,1957-02-26,2012-02-26,NP_Client,University,Married,2.0,3,36.0,3.0,C,2012-08-03,Sales,Owned,2,2013-02-15,B
4201,1800,0,Non Existing Client,1956-08-30,2011-07-26,NP_Client,University,Married,2.0,40,60.0,35.0,C,2011-07-28,Branch,Old rent,1,2013-05-19,B
4214,7104,1,Existing Client,1960-05-24,2011-07-20,NP_Client,Master/PhD,Married,0.0,1,36.0,1.0,C,2012-02-23,Sales,Owned,1,2013-03-31,B
4215,3491,0,Non Existing Client,1962-12-16,2011-09-14,NP_Client,University,Married,2.0,30,20.0,1.0,C,2011-09-26,Branch,Old rent,2,2012-06-20,D
4216,707,1,Existing Client,1988-01-07,2011-05-18,NP_Client,University,Married,0.0,2,38.4,2.0,C,2011-02-06,Sales,Owned,1,2012-09-30,L
4218,1202,0,Existing Client,1976-08-22,2007-02-04,NP_Client,University,Married,3.0,4,20.0,1.0,C,2011-07-24,Sales,Owned,1,2013-05-30,B
4222,3738,0,Existing Client,1963-05-11,2010-04-02,NP_Client,University,Married,0.0,40,18.0,2.0,C,2011-11-10,Sales,Owned,2,2012-05-11,B
4226,643,0,Existing Client,1982-09-18,2010-08-09,NP_Client,University,Single,0.0,25,45.0,3.0,G,2011-01-06,Branch,Owned,2,2012-12-02,K
4234,3019,1,Non Existing Client,1985-10-27,2011-07-21,NP_Client,University,Married,2.0,8,55.2,2.0,C,2011-08-29,Branch,Owned,1,2012-04-30,K
4237,8230,0,Non Existing Client,1975-12-07,2012-01-03,NP_Client,University,Married,2.0,10,50.0,10.0,C,2012-04-03,Sales,Owned,1,2013-01-17,B
4238,5342,0,Existing Client,1978-07-29,2011-11-17,NP_Client,Master/PhD,Married,2.0,1,18.0,1.0,C,2011-11-29,Sales,Owned,1,2013-02-17,M
4243,653,0,Existing Client,1980-09-27,2010-01-11,NP_Client,University,Single,0.0,20,30.0,0.0,C,2011-06-19,Branch,Owned,1,2012-09-01,J
4245,2975,1,Existing Client,1955-06-10,2011-12-06,NP_Client,Master/PhD,Married,3.0,50,18.0,2.0,G,2011-09-15,Sales,Old rent,1,2012-05-31,C
4248,2477,0,Non Existing Client,1974-07-14,2011-08-15,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-08-16,Sales,Owned,2,2012-08-03,B
4266,1123,0,Non Existing Client,1975-01-14,2011-06-28,NP_Client,University,Single,0.0,25,120.0,3.0,C,2011-06-30,Branch,Owned,2,2012-04-26,B
4276,8279,0,Non Existing Client,1981-01-10,2012-02-27,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-06-03,Sales,Owned,2,2012-11-12,M
4281,1117,0,Non Existing Client,1973-06-29,2011-06-26,NP_Client,University,Married,3.0,15,30.0,1.0,C,2011-06-29,Sales,Owned,1,2013-05-26,B
4282,1781,0,Non Existing Client,1973-11-21,2011-07-17,NP_Client,University,Married,1.0,15,30.0,1.0,C,2011-07-27,Sales,Owned,1,2013-05-30,B
4283,4022,0,Non Existing Client,1981-04-05,2011-02-10,NP_Client,University,Single,0.0,15,50.0,1.0,G,2011-05-10,Sales,Owned,1,2012-07-24,C
4296,5516,1,Non Existing Client,1975-12-28,2011-05-12,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-06-12,Sales,Owned,1,2013-05-30,B
4297,1362,1,Existing Client,1988-03-21,2011-06-26,NP_Client,University,Married,1.0,6,43.2,6.0,C,2011-07-25,Sales,Old rent,1,2012-06-28,L
4300,785,0,Non Existing Client,1977-09-30,2011-09-05,NP_Client,Master/PhD,Married,0.0,4,100.0,3.0,C,2011-06-06,Sales,Owned,3,2012-08-22,C
4302,9491,1,Non Existing Client,1953-09-11,2012-04-23,NP_Client,University,Married,0.0,22,18.0,2.0,C,2012-04-24,Sales,Owned,1,2012-11-29,B
4314,2787,0,Existing Client,1985-02-22,2007-02-12,P_Client,University,Single,0.0,20,195.49200000000002,4.0,G,2011-09-14,Branch,Owned,2,2012-11-20,G
4319,5855,0,Non Existing Client,1985-05-11,2011-12-15,NP_Client,University,Single,0.0,10,36.0,1.0,C,2011-12-21,Sales,Owned,2,2013-09-04,B
4320,3868,0,Non Existing Client,1980-06-10,2011-09-14,NP_Client,Master/PhD,Married,2.0,8,24.0,1.0,C,2011-10-16,Branch,Owned,1,2012-10-05,C
4321,4149,1,Non Existing Client,1968-02-10,2011-12-10,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-10-24,Branch,Owned,1,2012-05-31,B
4324,3052,1,Non Existing Client,1984-12-22,2011-08-22,NP_Client,University,Married,2.0,10,36.0,1.0,C,2011-08-29,Sales,Owned,1,2012-06-28,B
4328,4473,0,Existing Client,1955-12-22,1990-11-20,NP_Client,University,Married,4.0,6,20.0,1.0,C,2011-09-29,Sales,Owned,1,2013-03-31,B
4329,4361,1,Non Existing Client,1956-08-03,2011-10-18,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-10-24,Sales,Owned,1,2013-02-28,B
4331,4662,0,Non Existing Client,1973-08-26,2011-08-21,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-08-28,Sales,Owned,2,2013-05-19,C
4332,4071,0,Non Existing Client,1983-04-28,2011-09-10,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-10-19,Sales,Owned,2,2012-01-10,B
4335,6572,1,Existing Client,1953-03-05,2012-01-16,NP_Client,University,Married,2.0,10,36.0,3.0,G,2012-01-24,Sales,Owned,1,2012-11-29,C
4345,5165,0,Existing Client,1982-01-11,2008-02-14,NP_Client,University,Single,0.0,30,50.0,3.0,C,2011-11-12,Branch,Parents,1,2013-10-01,D
4346,3164,0,Non Existing Client,1980-10-07,2011-11-09,NP_Client,University,Married,1.0,5,18.0,1.0,C,2011-12-09,Sales,Owned,2,2013-03-26,B
4348,4115,1,Non Existing Client,1986-03-07,2011-09-27,NP_Client,University,Single,0.0,2,20.0,1.0,C,2011-12-10,Sales,Owned,1,2012-10-31,B
4350,7256,0,Existing Client,1978-02-15,2012-01-02,NP_Client,University,Married,0.0,1,187.2,0.0,G,2012-02-19,Branch,Owned,2,2013-02-01,J
4352,6196,1,Existing Client,1959-09-24,2011-12-25,NP_Client,Master/PhD,Married,2.0,15,25.0,1.0,C,2012-10-01,Sales,Owned,1,2012-08-30,C
4354,1723,0,Non Existing Client,1973-11-09,2011-07-20,NP_Client,University,Married,2.0,8,120.0,1.0,C,2011-07-25,Sales,Owned,1,2012-10-04,D
4355,5281,1,Existing Client,1962-09-17,2011-07-17,NP_Client,University,Married,2.0,25,25.0,1.0,C,2011-11-12,Sales,Owned,1,2013-02-28,D
4357,2160,1,Existing Client,1988-01-01,2011-04-07,NP_Client,University,Single,0.0,23,38.7,2.0,C,2011-08-22,Branch,Owned,1,2012-06-28,L
4359,1450,1,Non Existing Client,1979-05-23,2011-03-07,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-07-07,Branch,Owned,1,2012-05-31,D
4361,3749,1,Existing Client,1955-08-20,2010-06-05,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-10-10,Sales,Owned,1,2012-06-28,B
4370,3193,0,Non Existing Client,1980-11-09,2011-05-09,NP_Client,Master/PhD,Single,0.0,31,20.0,1.0,C,2011-09-13,Sales,Old rent,1,2013-05-30,C
4371,2856,0,Existing Client,1978-10-26,2009-10-13,NP_Client,University,Married,3.0,16,240.0,8.0,C,2011-09-20,Branch,Owned,1,2012-08-21,D
4374,3768,0,Existing Client,1985-10-03,2010-07-27,P_Client,University,Married,1.0,7,17.28,1.0,C,2011-10-19,Branch,Parents,1,2013-05-30,G
4378,7144,0,Non Existing Client,1989-09-07,2012-09-01,NP_Client,University,Married,1.0,1,14.4,1.0,C,2012-01-02,Branch,Owned,1,2013-05-30,B
4379,9255,0,Non Existing Client,1988-01-29,2012-05-04,NP_Client,University,Single,0.0,10,84.0,3.0,C,2012-08-04,Sales,Owned,1,2012-10-31,B
4380,6767,0,Non Existing Client,1964-12-29,2012-01-21,NP_Client,University,Married,3.0,10,36.0,1.0,C,2012-01-22,Sales,Owned,1,2013-05-05,B
4388,1011,1,Non Existing Client,1985-11-25,2011-06-15,NP_Client,University,Married,0.0,10,20.0,1.0,C,2011-06-20,Sales,Owned,1,2012-06-19,B
4390,8199,1,Existing Client,1985-01-06,2012-01-03,NP_Client,University,Single,0.0,20,60.0,2.0,C,2012-03-25,Sales,Owned,1,2012-09-30,L
4395,4232,0,Non Existing Client,1980-08-28,2011-11-10,NP_Client,University,Married,0.0,15,28.548000000000002,4.0,C,2011-10-19,Sales,Owned,1,2013-05-30,K
4397,2437,1,Non Existing Client,1977-08-01,2011-08-08,NP_Client,University,Married,4.0,2,30.708000000000002,2.0,C,2011-08-14,Branch,New rent,1,2013-03-31,K
4398,5952,0,Existing Client,1975-01-09,2005-02-22,P_Client,University,Married,3.0,8,43.56,7.0,C,2012-01-18,Branch,Owned,2,2012-02-12,G
4401,5247,0,Existing Client,1964-09-09,2010-08-09,NP_Client,University,Married,0.0,24,16.8,20.0,G,2011-11-12,Branch,Owned,1,2012-05-11,B
4408,4972,0,Non Existing Client,1981-01-09,2011-11-15,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-11-16,Sales,Owned,1,2012-12-26,B
4409,1925,0,Existing Client,1980-07-09,2008-05-10,NP_Client,University,Single,0.0,1,50.0,3.0,C,2011-10-08,Branch,Owned,1,2012-04-10,B
4413,692,0,Existing Client,1969-03-03,2011-05-05,NP_Client,University,Married,2.0,20,18.0,1.0,C,2011-06-16,Sales,Owned,1,2012-05-29,B
4419,3260,1,Non Existing Client,1964-03-31,2011-09-14,NP_Client,University,Married,3.0,1,36.0,1.0,C,2011-09-15,Branch,Owned,2,2012-07-03,B
4421,3932,0,Non Existing Client,1982-10-12,2011-09-28,NP_Client,University,Married,2.0,3,20.0,1.0,C,2011-02-10,Sales,Old rent,2,2013-07-04,B
4422,7355,0,Non Existing Client,1980-10-27,2012-01-02,NP_Client,University,Single,0.0,1,36.0,1.0,G,2012-09-02,Sales,Owned,1,2013-02-25,C
4434,9605,0,Existing Client,1941-06-01,1992-03-16,NP_Client,University,Married,0.0,4,250.0,5.0,P,2012-04-22,Branch,Owned,2,2013-10-01,F
4465,833,0,Non Existing Client,1983-04-08,2011-07-06,NP_Client,Master/PhD,Married,0.0,1,36.0,1.0,C,2011-08-06,Sales,Owned,1,2013-02-18,B
4471,1917,1,Existing Client,1969-02-23,2008-07-22,NP_Client,University,Married,2.0,7,18.0,2.0,C,2011-08-18,Branch,Owned,1,2012-04-30,B
4473,5587,0,Non Existing Client,1981-07-29,2011-06-12,NP_Client,University,Married,2.0,5,36.0,5.0,C,2011-07-12,Sales,Owned,1,2012-12-13,D
4477,460,0,Non Existing Client,1964-06-20,2011-05-22,NP_Client,Master/PhD,Married,2.0,12,18.0,1.0,C,2011-05-29,Sales,Owned,1,2013-02-13,C
4478,8679,1,Non Existing Client,1975-01-10,2012-03-25,NP_Client,University,Married,3.0,1,36.0,1.0,C,2012-03-26,Sales,Owned,1,2012-11-29,D
4489,1992,1,Existing Client,1984-04-25,2010-06-01,NP_Client,University,Married,1.0,15,30.0,1.0,C,2011-07-31,Sales,Owned,1,2012-08-30,B
4495,2898,0,Existing Client,1987-05-21,2010-07-22,P_Client,University,Single,0.0,16,33.588,2.0,C,2011-05-09,Branch,Old rent,2,2013-12-03,G
4498,4399,0,Non Existing Client,1979-12-17,2011-10-25,NP_Client,University,Single,0.0,33,20.0,1.0,C,2011-10-26,Branch,Owned,2,2012-06-24,B
4500,4317,0,Non Existing Client,1974-08-22,2011-10-20,NP_Client,University,Married,1.0,10,36.0,1.0,C,2011-10-25,Sales,Owned,2,2012-11-20,B
4507,5684,0,Non Existing Client,1982-08-14,2011-07-12,NP_Client,Master/PhD,Single,0.0,20,18.0,2.0,G,2011-12-13,Sales,Owned,1,2012-05-12,C
4508,163,1,Existing Client,1975-10-21,2011-10-04,NP_Client,University,Single,0.0,15,33.144,5.0,C,2011-05-24,Sales,Owned,1,2012-05-31,L
4513,3902,0,Non Existing Client,1977-05-27,2011-09-26,NP_Client,Master/PhD,Married,2.0,5,36.0,2.0,C,2011-09-28,Sales,Owned,2,2012-09-13,B
4514,4561,1,Existing Client,1963-12-17,2008-04-08,NP_Client,University,Married,2.0,10,36.0,10.0,C,2011-11-17,Sales,Owned,1,2012-09-30,B
4519,759,0,Non Existing Client,1987-03-05,2011-01-06,NP_Client,University,Single,0.0,6,18.0,1.0,C,2011-02-06,Sales,Owned,1,2012-11-12,B
4521,1013,0,Non Existing Client,1980-07-13,2011-06-20,NP_Client,University,Married,2.0,3,20.0,1.0,C,2011-06-21,Sales,Owned,1,2012-09-18,B
4525,1316,0,Existing Client,1961-11-25,2011-04-01,NP_Client,Master/PhD,Married,2.0,1,21.0,1.0,C,2011-07-30,Branch,Owned,1,2012-01-02,C
4526,309,1,Non Existing Client,1983-05-10,2011-12-05,NP_Client,University,Single,0.0,5,18.0,2.0,C,2011-05-15,Sales,Owned,1,2012-06-28,B
4527,3827,1,Existing Client,1977-05-31,2011-06-23,NP_Client,University,Married,0.0,26,60.0,8.0,G,2011-12-10,Branch,Owned,1,2012-05-31,C
4531,4680,0,Existing Client,1986-07-07,2011-11-10,NP_Client,University,Married,1.0,6,34.2,2.0,C,2011-11-21,Branch,New rent,1,2013-04-30,L
4535,6411,0,Non Existing Client,1972-07-05,2012-03-01,NP_Client,University,Married,0.0,15,30.0,1.0,C,2012-01-23,Sales,Owned,1,2012-02-12,B
4536,3746,0,Existing Client,1956-12-05,2010-08-04,NP_Client,Master/PhD,Married,3.0,26,50.0,32.0,C,2011-10-29,Branch,Owned,1,2012-06-18,M
4539,2330,1,Non Existing Client,1976-02-24,2011-07-26,NP_Client,University,Married,2.0,1,28.8,1.0,C,2011-04-08,Sales,Owned,1,2012-07-31,K
4543,6483,0,Non Existing Client,1963-11-02,2012-03-01,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-12-01,Sales,Owned,1,2012-10-24,B
4564,9035,1,Non Existing Client,1965-02-10,2012-03-18,NP_Client,University,Married,4.0,3,50.0,10.0,C,2012-03-28,Sales,Owned,1,2012-11-29,B
4565,9020,0,Existing Client,1978-01-05,2012-04-03,NP_Client,Master/PhD,Single,0.0,34,36.0,9.0,G,2012-04-18,Branch,Owned,2,2013-02-25,C
4577,634,0,Existing Client,1985-12-11,2010-05-25,P_Client,University,Single,0.0,26,30.0,4.0,C,2011-07-06,Branch,Parents,2,2012-03-29,D
4579,202,0,Non Existing Client,1985-02-12,2011-04-28,NP_Client,University,Married,0.0,25,18.0,1.0,C,2011-04-05,Sales,Owned,2,2013-03-26,B
4581,1949,0,Existing Client,1956-09-18,2009-03-26,NP_Client,University,Married,0.0,5,18.0,1.0,C,2011-01-08,Sales,New rent,1,2013-04-30,B
4606,9503,0,Non Existing Client,1990-09-21,2012-03-13,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-04-24,Sales,Owned,1,2012-12-24,B
4612,8690,0,Non Existing Client,1975-12-09,2012-03-21,NP_Client,University,Married,1.0,10,36.0,3.0,C,2012-03-26,Sales,Owned,1,2013-02-13,B
4617,4419,0,Non Existing Client,1961-01-01,2011-10-19,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-10-26,Sales,Owned,2,2013-06-03,B
4619,7168,1,Existing Client,1980-05-06,2012-01-19,NP_Client,University,Married,0.0,10,52.2,3.0,C,2012-02-19,Sales,Owned,1,2012-12-31,L
4620,2043,0,Existing Client,1981-12-13,2010-08-29,P_Client,University,Married,1.0,30,39.0,1.0,C,2011-08-14,Branch,Owned,1,2013-05-28,G
4637,2985,1,Existing Client,1984-06-12,2011-07-26,P_Client,University,Married,0.0,2,52.8,2.0,C,2011-09-26,Branch,Old rent,1,2012-10-31,H
4641,2670,0,Non Existing Client,1964-03-02,2011-08-18,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-08-25,Branch,Owned,2,2012-04-04,B
4644,1495,0,Non Existing Client,1981-07-25,2011-10-07,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-07-13,Branch,Owned,1,2012-06-06,D
4647,2762,1,Non Existing Client,1980-01-08,2011-09-17,NP_Client,University,Married,0.0,30,24.0,30.0,C,2011-09-25,Branch,Owned,1,2013-02-28,D
4648,1284,1,Existing Client,1986-01-10,2010-05-05,P_Client,University,Single,0.0,25,38.328,1.0,C,2011-07-27,Sales,Owned,1,2012-03-29,H
4656,1455,0,Non Existing Client,1975-08-18,2011-07-07,NP_Client,University,Married,2.0,1,20.0,1.0,C,2011-11-07,Branch,Owned,2,2012-04-29,B
4669,7320,0,Non Existing Client,1985-03-26,2012-07-02,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-08-02,Sales,Owned,1,2013-05-30,B
4672,3764,0,Existing Client,1986-07-24,2010-07-15,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-10-20,Sales,Owned,1,2013-05-30,B
4676,1824,0,Existing Client,1966-12-27,2004-03-06,NP_Client,University,Married,4.0,13,20.0,1.0,C,2011-07-21,Sales,Old rent,2,2013-05-30,B
4678,1497,1,Existing Client,1980-07-12,2011-07-13,NP_Client,Master/PhD,Single,0.0,4,18.0,2.0,G,2011-07-28,Sales,Owned,1,2012-08-30,C
4681,1601,1,Non Existing Client,1988-09-07,2011-07-17,NP_Client,University,Single,0.0,10,36.0,3.0,C,2011-07-20,Sales,Owned,1,2012-11-29,B
4683,5833,0,Non Existing Client,1977-04-05,2011-12-19,NP_Client,University,Married,0.0,1,25.0,1.0,C,2011-12-21,Sales,Owned,2,2012-12-17,B
4684,271,0,Non Existing Client,1985-09-29,2011-04-13,NP_Client,University,Single,0.0,10,32.952,2.0,C,2011-10-05,Sales,Owned,2,2013-03-26,K
4692,4515,0,Existing Client,1966-11-11,2005-11-12,NP_Client,University,Married,0.0,3,50.0,10.0,C,2011-11-23,Sales,Owned,3,2012-08-21,B
4694,1634,0,Non Existing Client,1978-05-12,2011-07-18,NP_Client,University,Married,0.0,7,36.0,1.0,C,2011-07-21,Branch,Owned,1,2012-04-04,B
4696,5761,0,Non Existing Client,1981-04-12,2011-12-14,NP_Client,University,Married,3.0,10,36.0,3.0,C,2011-12-20,Sales,Owned,2,2012-10-17,B
4697,2680,0,Existing Client,1985-07-14,1992-04-16,NP_Client,University,Single,0.0,20,36.0,1.0,C,2011-01-08,Sales,Owned,2,2013-03-26,B
4705,3794,0,Existing Client,1985-01-16,2011-11-01,NP_Client,University,Single,0.0,15,30.0,9.0,G,2011-10-27,Branch,Parents,2,2012-09-13,B
4708,3981,0,Non Existing Client,1986-04-19,2011-02-10,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-03-10,Sales,Owned,2,2012-12-19,B
4710,927,1,Non Existing Client,1985-03-06,2011-06-15,NP_Client,University,Married,2.0,15,20.0,1.0,C,2011-06-18,Branch,Owned,1,2012-03-29,B
4716,4895,0,Non Existing Client,1978-01-04,2011-10-11,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-11-13,Sales,Owned,1,2013-03-02,B
4723,1121,0,Non Existing Client,1966-04-11,2011-06-21,NP_Client,University,Single,0.0,15,30.0,1.0,C,2011-06-29,Sales,Owned,2,2012-12-31,B
4725,3069,0,Non Existing Client,1970-03-29,2011-04-09,NP_Client,University,Married,4.0,24,36.0,1.0,C,2011-05-09,Sales,Owned,1,2012-11-20,D
4731,5742,0,Non Existing Client,1957-03-29,2011-12-12,NP_Client,University,Married,0.0,8,36.0,8.0,C,2011-12-14,Sales,Owned,2,2013-01-13,B
4733,7586,0,Non Existing Client,1982-04-08,2012-02-20,NP_Client,University,Married,0.0,10,50.0,10.0,C,2012-02-26,Sales,Owned,2,2013-03-03,A
4738,834,0,Existing Client,1961-04-20,2011-09-06,NP_Client,University,Married,3.0,15,62.4,1.0,C,2011-06-15,Sales,Owned,1,2013-05-30,L
4751,6337,1,Non Existing Client,1987-02-16,2011-12-26,NP_Client,University,Single,0.0,15,30.0,1.0,C,2012-04-01,Sales,Owned,1,2012-12-31,B
4752,9335,0,Non Existing Client,1952-11-17,2012-11-04,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-12-04,Sales,Owned,1,2013-11-04,B
4754,8626,0,Non Existing Client,1989-03-31,2012-03-21,NP_Client,University,Single,0.0,10,36.0,10.0,C,2012-03-22,Sales,Owned,1,2013-05-30,B
4755,908,0,Non Existing Client,1960-05-08,2011-04-05,NP_Client,University,Widowed,0.0,1,18.0,1.0,C,2011-06-16,Sales,Owned,2,2012-10-31,B
4762,8589,1,Non Existing Client,1983-08-24,2012-03-20,NP_Client,University,Married,0.0,1,18.0,2.0,C,2012-03-21,Sales,Owned,1,2012-11-29,B
4770,8400,1,Non Existing Client,1975-12-16,2012-11-03,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-12-03,Sales,Owned,1,2012-11-29,B
4774,1067,0,Non Existing Client,1974-03-04,2011-06-22,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-06-26,Sales,Owned,1,2011-11-21,B
4792,6132,0,Existing Client,1990-10-24,2011-09-21,P_Client,University,Single,0.0,20,24.0,2.0,G,2012-01-16,Branch,Owned,1,2013-05-30,B
4797,1471,0,Non Existing Client,1947-12-25,2011-10-07,NP_Client,University,Married,4.0,11,20.0,1.0,C,2011-11-07,Branch,Owned,1,2012-03-06,B
4809,3476,0,Non Existing Client,1963-10-19,2011-09-25,NP_Client,University,Married,0.0,15,50.0,1.0,C,2011-09-27,Sales,Owned,2,2013-03-18,B
4817,8058,1,Existing Client,1968-10-24,2012-07-02,NP_Client,University,Married,3.0,7,64.8,3.0,C,2012-02-28,Sales,Owned,1,2013-03-31,L
4820,2832,1,Existing Client,1978-11-28,2009-01-04,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-07-09,Sales,Owned,1,2012-10-31,B
4833,5816,0,Non Existing Client,1969-03-06,2011-12-20,NP_Client,University,Married,0.0,10,36.0,10.0,C,2011-12-21,Sales,Owned,1,2013-03-31,B
4836,8073,0,Existing Client,1982-11-15,2012-02-15,NP_Client,Master/PhD,Single,0.0,15,36.0,5.0,C,2012-07-03,Branch,Owned,1,2013-05-26,M
4837,2683,0,Existing Client,1977-05-30,2001-12-20,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-08-16,Sales,Owned,1,2013-05-30,B
4851,7265,0,Non Existing Client,1985-08-30,2011-05-12,NP_Client,University,Single,0.0,25,18.0,2.0,C,2012-01-02,Sales,Owned,1,2013-05-30,K
4852,1391,0,Non Existing Client,1990-02-14,2011-03-07,NP_Client,University,Single,0.0,21,36.0,1.0,C,2011-04-07,Sales,Old rent,2,2012-09-14,D
4854,6536,0,Non Existing Client,1959-10-07,2012-09-01,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-11-01,Sales,Owned,2,2013-04-04,B
4856,449,0,Non Existing Client,1966-03-28,2011-05-25,NP_Client,University,Married,2.0,20,65.0,20.0,C,2011-05-26,Branch,Owned,2,2012-05-24,B
4861,5984,0,Existing Client,1969-01-12,2007-02-26,NP_Client,University,Married,3.0,3,18.0,2.0,C,2012-01-24,Sales,Owned,2,2013-03-20,D
4870,3688,1,Existing Client,1958-05-07,2009-11-03,NP_Client,Master/PhD,Married,1.0,7,20.0,1.0,C,2011-10-15,Branch,Owned,1,2012-03-13,C
4872,3812,0,Existing Client,1980-02-20,2011-04-18,NP_Client,Master/PhD,Married,1.0,2,20.0,1.0,C,2011-11-10,Sales,Owned,1,2012-04-10,C
4874,410,0,Non Existing Client,1979-01-11,2011-05-22,NP_Client,University,Married,3.0,6,18.0,2.0,C,2011-05-23,Sales,Owned,1,2012-09-18,D
4876,4077,1,Non Existing Client,1964-11-04,2011-03-10,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-10-10,Sales,Owned,1,2012-05-31,K
4879,7858,0,Existing Client,1971-07-05,2008-03-25,NP_Client,University,Married,2.0,1,4.2,10.0,C,2012-03-22,Branch,Owned,1,2013-05-14,G
4884,1831,0,Existing Client,1960-08-10,2006-02-07,NP_Client,University,Married,2.0,10,50.0,8.0,P,2011-06-30,Branch,Owned,2,2013-10-03,F
4897,6627,1,Non Existing Client,1982-12-08,2012-01-15,NP_Client,University,Married,0.0,22,18.0,21.0,C,2012-01-16,Sales,Owned,1,2012-11-19,B
4904,1349,1,Existing Client,1965-09-24,2011-06-15,NP_Client,University,Married,0.0,15,85.296,1.0,C,2011-05-07,Sales,Owned,1,2012-08-30,L
4905,6811,1,Non Existing Client,1976-07-27,2012-01-23,NP_Client,University,Married,0.0,2,18.0,2.0,C,2012-01-24,Sales,Owned,1,2012-06-28,B
